2017-06-30 22:47:23.061967	/	675390
2017-06-30 23:47:23.152410	/	675451
2017-07-01 00:47:23.253560	/	675486
2017-07-01 01:47:23.327489	/	675517
2017-07-01 02:47:23.390437	/	675552
2017-07-01 03:47:23.482217	/	675592
2017-07-01 04:47:23.582638	/	675637
2017-07-01 05:47:23.601821	/	675659
2017-07-01 06:47:23.694379	/	675708
2017-07-01 07:47:23.756551	/	675750
2017-07-01 08:47:23.838711	/	675784
2017-07-01 09:47:23.897268	/	675861
2017-07-01 10:47:23.904853	/	675904
2017-07-01 11:47:24.003723	/	675955
2017-07-01 12:47:24.101693	/	675986
2017-07-01 13:47:24.173462	/	676014
2017-07-01 14:47:24.220019	/	676048
2017-07-01 15:47:24.309889	/	676062
2017-07-01 16:47:24.389937	/	676097
2017-07-01 17:47:24.443489	/	676138
2017-07-01 18:47:24.482404	/	676161
2017-07-01 19:47:24.509019	/	676184
2017-07-01 20:47:24.574631	/	676218
2017-07-01 21:47:24.665931	/	676236
2017-07-01 22:47:24.725515	/	676259
2017-07-01 23:47:24.817610	/	676289
2017-07-02 00:47:24.862213	/	676307
2017-07-02 01:47:24.895694	/	676324
2017-07-02 02:47:24.956964	/	676341
2017-07-02 03:47:25.019531	/	676377
2017-07-02 04:47:25.101692	/	676448
2017-07-02 05:47:25.202809	/	676489
2017-07-02 06:47:25.253570	/	676527
2017-07-02 07:47:25.349882	/	676580
2017-07-02 08:47:25.391097	/	676647
2017-07-02 09:47:25.492485	/	676108
2017-07-02 10:47:25.545455	/	676101
2017-07-02 11:47:25.643617	/	676141
2017-07-02 12:47:25.744817	/	676191
2017-07-02 13:47:25.798409	/	676234
2017-07-02 14:47:25.809657	/	676271
2017-07-02 15:47:25.898465	/	676268
2017-07-02 16:47:25.985076	/	676255
2017-07-02 17:47:26.086312	/	676278
2017-07-02 18:47:26.102191	/	676321
2017-07-02 19:47:26.192385	/	676353
2017-07-02 20:47:26.264229	/	676372
2017-07-02 21:47:26.338987	/	676403
2017-07-02 22:47:26.401854	/	676431
2017-07-02 23:47:26.418785	/	676465
2017-07-03 00:47:26.517110	/	676489
2017-07-03 01:47:26.586720	/	676516
2017-07-03 02:47:26.603308	/	676578
2017-07-03 03:47:26.704608	/	676641
2017-07-03 04:47:26.741543	/	676697
2017-07-03 05:47:26.838591	/	676763
2017-07-03 06:47:26.860748	/	676864
2017-07-03 07:47:26.913276	/	676948
2017-07-03 08:47:26.978061	/	677037
2017-07-03 09:47:27.079415	/	677122
2017-07-03 10:47:27.089259	/	677214
2017-07-03 11:47:27.167533	/	676833
2017-07-03 12:47:27.224628	/	676851
2017-07-03 13:47:27.316792	/	676881
2017-07-03 14:47:27.342464	/	676920
2017-07-03 15:47:27.383607	/	676985
2017-07-03 16:47:27.445010	/	677038
2017-07-03 17:47:27.537708	/	677092
2017-07-03 18:47:27.622551	/	677143
2017-07-03 19:47:27.718169	/	677190
2017-07-03 20:47:27.784991	/	677228
2017-07-03 21:47:27.886455	/	677271
2017-07-03 22:47:27.893594	/	677305
2017-07-03 23:47:27.905128	/	677332
2017-07-04 00:47:27.970610	/	677359
2017-07-04 01:47:27.982502	/	677400
2017-07-04 02:47:28.048715	/	677474
2017-07-04 03:47:28.076606	/	677553
2017-07-04 04:47:28.140269	/	677651
2017-07-04 05:47:28.242676	/	677765
2017-07-04 06:47:28.341004	/	677858
2017-07-04 07:47:28.434225	/	677942
2017-07-04 08:47:28.533931	/	678018
2017-07-04 09:47:28.563639	/	678102
2017-07-04 10:47:28.572171	/	678213
2017-07-04 11:47:28.657281	/	678290
2017-07-04 12:47:28.694182	/	678357
2017-07-04 13:47:28.786510	/	678411
2017-07-04 14:47:28.870062	/	678466
2017-07-04 15:47:28.971150	/	678523
2017-07-04 16:47:29.066216	/	678570
2017-07-04 17:47:29.093408	/	678617
2017-07-04 18:47:29.127584	/	678648
2017-07-04 19:47:29.227418	/	678678
2017-07-04 20:47:29.273826	/	678695
2017-07-04 21:47:29.359188	/	678719
2017-07-04 22:47:29.460583	/	678772
2017-07-04 23:47:29.467142	/	678801
2017-07-05 00:47:29.548276	/	678839
2017-07-05 01:47:29.606450	/	678874
2017-07-05 02:47:29.667160	/	678951
2017-07-05 03:47:29.694352	/	679033
2017-07-05 04:47:29.790324	/	679112
2017-07-05 05:47:29.850981	/	679229
2017-07-05 06:47:29.952101	/	679310
2017-07-05 07:47:29.964997	/	679397
2017-07-05 08:47:30.030589	/	679539
2017-07-05 09:47:30.043704	/	679627
2017-07-05 10:47:30.124059	/	679751
2017-07-05 11:47:30.225487	/	679844
2017-07-05 12:47:30.321114	/	679907
2017-07-05 13:47:30.414086	/	680011
2017-07-05 14:47:30.482205	/	680089
2017-07-05 15:47:30.582160	/	680143
2017-07-05 16:47:30.628474	/	680205
2017-07-05 17:47:30.639534	/	680278
2017-07-05 18:47:30.707110	/	680340
2017-07-05 19:47:30.776071	/	680386
2017-07-05 20:47:30.784585	/	680405
2017-07-05 21:47:30.811542	/	680437
2017-07-05 22:47:30.818521	/	680479
2017-07-05 23:47:30.901885	/	680579
2017-07-06 00:47:30.973772	/	680616
2017-07-06 01:47:31.027100	/	680652
2017-07-06 02:47:31.116168	/	680720
2017-07-06 03:47:31.189233	/	680780
2017-07-06 04:47:31.292165	/	680921
2017-07-06 05:47:31.320685	/	681016
2017-07-06 06:47:31.369139	/	681104
2017-07-06 07:47:31.470445	/	681184
2017-07-06 08:47:31.494399	/	681282
2017-07-06 09:47:31.595792	/	681387
2017-07-06 10:47:31.694224	/	681496
2017-07-06 11:47:31.704154	/	681575
2017-07-06 12:47:31.751557	/	681646
2017-07-06 13:47:31.842266	/	681718
2017-07-06 14:47:31.871146	/	681772
2017-07-06 15:47:31.955461	/	681835
2017-07-06 16:47:32.056735	/	681885
2017-07-06 17:47:32.139349	/	681960
2017-07-06 18:47:32.240762	/	682026
2017-07-06 19:47:32.342135	/	682053
2017-07-06 20:47:32.344679	/	682088
2017-07-06 21:47:32.434365	/	682125
2017-07-06 22:47:32.526694	/	682163
2017-07-06 23:47:32.620427	/	682224
2017-07-07 00:47:32.677763	/	682263
2017-07-07 01:47:32.695019	/	682298
2017-07-07 02:47:32.715259	/	682371
2017-07-07 03:47:32.731053	/	682440
2017-07-07 04:47:32.832425	/	682532
2017-07-07 05:47:32.920210	/	682652
2017-07-07 06:47:32.990070	/	682771
2017-07-07 07:47:33.091472	/	682855
2017-07-07 08:47:33.166538	/	682945
2017-07-07 09:47:33.267850	/	683025
2017-07-07 10:47:33.342345	/	683119
2017-07-07 11:47:33.441700	/	683204
2017-07-07 12:47:33.526459	/	683297
2017-07-07 13:47:33.592552	/	683352
2017-07-07 14:47:33.600425	/	683433
2017-07-07 15:47:33.694203	/	683568
2017-07-07 16:47:33.794231	/	683646
2017-07-07 17:47:33.879347	/	683685
2017-07-07 18:47:33.935132	/	683735
2017-07-07 19:47:34.036556	/	683778
2017-07-07 20:47:34.108656	/	683814
2017-07-07 21:47:34.158303	/	683840
2017-07-07 22:47:34.226928	/	683865
2017-07-07 23:47:34.238172	/	683901
2017-07-08 00:47:34.249333	/	683922
2017-07-08 01:47:34.330393	/	683946
2017-07-08 02:47:34.355396	/	683958
2017-07-08 03:47:34.451465	/	683994
2017-07-08 04:47:34.482997	/	684021
2017-07-08 05:47:34.498175	/	684075
2017-07-08 06:47:34.598157	/	684130
2017-07-08 07:47:34.694353	/	684174
2017-07-08 08:47:34.790701	/	684213
2017-07-08 09:47:34.875819	/	684245
2017-07-08 10:47:34.978730	/	684275
2017-07-08 11:47:35.080131	/	684325
2017-07-08 12:47:35.143722	/	684360
2017-07-08 13:47:35.189659	/	684391
2017-07-08 14:47:35.277587	/	684441
2017-07-08 15:47:35.351534	/	684483
2017-07-08 16:47:35.438934	/	684528
2017-07-08 17:47:35.482420	/	684548
2017-07-08 18:47:35.510459	/	684568
2017-07-08 19:47:35.515244	/	684599
2017-07-08 20:47:35.607400	/	684622
2017-07-08 21:47:35.674282	/	684639
2017-07-08 22:47:35.683494	/	684679
2017-07-08 23:47:35.784703	/	684700
2017-07-09 00:47:35.886772	/	684730
2017-07-09 01:47:35.977974	/	684761
2017-07-09 02:47:36.064851	/	684792
2017-07-09 03:47:36.101696	/	684837
2017-07-09 04:47:36.131658	/	684884
2017-07-09 05:47:36.159103	/	684930
2017-07-09 06:47:36.240070	/	684971
2017-07-09 07:47:36.341336	/	685025
2017-07-09 08:47:36.367056	/	685065
2017-07-09 09:47:36.433586	/	685102
2017-07-09 10:47:36.488951	/	685133
2017-07-09 11:47:36.496588	/	685174
2017-07-09 12:47:36.576241	/	685215
2017-07-09 13:47:36.674397	/	685255
2017-07-09 14:47:36.698194	/	685294
2017-07-09 15:47:36.797353	/	685348
2017-07-09 16:47:36.886151	/	685386
2017-07-09 17:47:36.988981	/	685424
2017-07-09 18:47:37.090451	/	685456
2017-07-09 19:47:37.187582	/	685495
2017-07-09 20:47:37.231033	/	685520
2017-07-09 21:47:37.329742	/	685541
2017-07-09 22:47:37.394412	/	685588
2017-07-09 23:47:37.494178	/	685634
2017-07-10 00:47:37.578174	/	685675
2017-07-10 01:47:37.635530	/	685713
2017-07-10 02:47:37.723541	/	685740
2017-07-10 03:47:37.790415	/	685834
2017-07-10 04:47:37.832272	/	685915
2017-07-10 05:47:37.933627	/	686050
2017-07-10 06:47:37.951008	/	686165
2017-07-10 07:47:38.015981	/	686283
2017-07-10 08:47:38.101694	/	686358
2017-07-10 09:47:38.203383	/	686440
2017-07-10 10:47:38.304690	/	686575
2017-07-10 11:47:38.406108	/	685699
2017-07-10 12:47:38.507982	/	685734
2017-07-10 13:47:38.578366	/	685807
2017-07-10 14:47:38.659475	/	685873
2017-07-10 15:47:38.760795	/	685939
2017-07-10 16:47:38.810362	/	686020
2017-07-10 17:47:38.881333	/	686090
2017-07-10 18:47:38.934252	/	686147
2017-07-10 19:47:39.035640	/	686189
2017-07-10 20:47:39.099135	/	686220
2017-07-10 21:47:39.103802	/	686267
2017-07-10 22:47:39.205079	/	686310
2017-07-10 23:47:39.306543	/	686357
2017-07-11 00:47:39.354761	/	686397
2017-07-11 01:47:39.425631	/	686453
2017-07-11 02:47:39.500922	/	686543
2017-07-11 03:47:39.597869	/	686604
2017-07-11 04:47:39.628516	/	686695
2017-07-11 05:47:39.717472	/	686808
2017-07-11 06:47:39.735855	/	686920
2017-07-11 07:47:39.794448	/	687021
2017-07-11 08:47:39.888346	/	687119
2017-07-11 09:47:39.913827	/	687194
2017-07-11 10:47:40.002677	/	687279
2017-07-11 11:47:40.009633	/	687393
2017-07-11 12:47:40.071005	/	687481
2017-07-11 13:47:40.124468	/	687575
2017-07-11 14:47:40.201865	/	687643
2017-07-11 15:47:40.303005	/	687716
2017-07-11 16:47:40.399776	/	687809
2017-07-11 17:47:40.495227	/	687915
2017-07-11 18:47:40.596661	/	687956
2017-07-11 19:47:40.694044	/	0
2017-07-11 20:47:40.787847	/	0
2017-07-11 21:47:40.799778	/	0
2017-07-11 22:47:40.841735	/	0
2017-07-11 23:47:40.942424	/	0
2017-07-12 00:47:40.948548	/	0
2017-07-12 01:47:41.051283	/	0
2017-07-12 02:47:41.142505	/	0
2017-07-12 03:47:41.232624	/	0
2017-07-12 04:47:41.276192	/	0
2017-07-12 05:47:41.366449	/	0
2017-07-12 06:47:41.383961	/	0
2017-07-12 07:47:41.485342	/	0
2017-07-12 08:47:41.494290	/	0
2017-07-12 09:47:41.548805	/	0
2017-07-12 10:47:41.584482	/	0
2017-07-12 11:47:41.590643	/	0
2017-07-12 12:47:41.678848	/	0
2017-07-12 13:47:41.753449	/	0
2017-07-12 14:47:41.804831	/	0
2017-07-12 15:47:41.815748	/	0
2017-07-12 16:47:41.902949	/	0
2017-07-12 17:47:42.000461	/	0
2017-07-12 18:47:42.073530	/	0
2017-07-12 19:47:42.112971	/	0
2017-07-12 20:47:42.197610	/	0
2017-07-12 21:47:42.283168	/	0
2017-07-12 22:47:42.339379	/	0
2017-07-12 23:47:42.438717	/	0
2017-07-13 00:47:42.540160	/	0
2017-07-13 01:47:42.603023	/	0
2017-07-13 02:47:42.694369	/	0
2017-07-13 03:47:42.700681	/	0
2017-07-13 04:47:42.711945	/	0
2017-07-13 05:47:42.733798	/	0
2017-07-13 06:47:42.773422	/	0
2017-07-13 07:47:42.828619	/	0
2017-07-13 08:47:42.868188	/	0
2017-07-13 09:47:42.969310	/	0
2017-07-13 10:47:43.071402	/	0
2017-07-13 11:47:43.081968	/	0
2017-07-13 12:47:43.118121	/	0
2017-07-13 13:47:43.125168	/	0
2017-07-13 14:47:43.138346	/	0
2017-07-13 15:47:43.174460	/	0
2017-07-13 16:47:43.277282	/	0
2017-07-13 17:47:43.330854	/	0
2017-07-13 18:47:43.407002	/	0
2017-07-13 19:47:43.478388	/	0
2017-07-13 20:47:43.518071	/	0
2017-07-13 21:47:43.578415	/	0
2017-07-13 22:47:43.651775	/	0
2017-07-13 23:47:43.743559	/	0
2017-07-14 00:47:43.842219	/	0
2017-07-14 01:47:43.943527	/	0
2017-07-14 02:47:43.959602	/	0
2017-07-14 03:47:44.061038	/	0
2017-07-14 04:47:44.101688	/	0
2017-07-14 05:47:44.159332	/	0
2017-07-14 06:47:44.171349	/	0
2017-07-14 07:47:44.233807	/	0
2017-07-14 08:47:44.329908	/	0
2017-07-14 09:47:44.410405	/	0
2017-07-14 10:47:44.470418	/	0
2017-07-14 11:47:44.510410	/	0
2017-07-14 12:47:44.610126	/	0
2017-07-14 13:47:44.703298	/	0
2017-07-14 14:47:44.729510	/	0
2017-07-14 15:47:44.830921	/	0
2017-07-14 16:47:44.905984	/	0
2017-07-14 17:47:44.958076	/	0
2017-07-14 18:47:45.049464	/	0
2017-07-14 19:47:45.136866	/	0
2017-07-14 20:47:45.192814	/	0
2017-07-14 21:47:45.295435	/	0
2017-07-14 22:47:45.362936	/	0
2017-07-14 23:47:45.421695	/	0
2017-07-15 00:47:45.503359	/	0
2017-07-15 01:47:45.574668	/	0
2017-07-15 02:47:45.617641	/	0
2017-07-15 03:47:45.718063	/	0
2017-07-15 04:47:45.796609	/	0
2017-07-15 05:47:45.890754	/	0
2017-07-15 06:47:45.986373	/	0
2017-07-15 07:47:46.080122	/	0
2017-07-15 08:47:46.113028	/	0
2017-07-15 09:47:46.168700	/	0
2017-07-15 10:47:46.176028	/	0
2017-07-15 11:47:46.258698	/	0
2017-07-15 12:47:46.294590	/	0
2017-07-15 13:47:46.355565	/	0
2017-07-15 14:47:46.376133	/	0
2017-07-15 15:47:46.445318	/	0
2017-07-15 16:47:46.538696	/	0
2017-07-15 17:47:46.546174	/	0
2017-07-15 18:47:46.629749	/	0
2017-07-15 19:47:46.713133	/	0
2017-07-15 20:47:46.810138	/	0
2017-07-15 21:47:46.910618	/	0
2017-07-15 22:47:46.933841	/	0
2017-07-15 23:47:47.021752	/	0
2017-07-16 00:47:47.089129	/	0
2017-07-16 01:47:47.126532	/	0
2017-07-16 02:47:47.171023	/	0
2017-07-16 03:47:47.273606	/	0
2017-07-16 04:47:47.332527	/	0
2017-07-16 05:47:47.363056	/	0
2017-07-16 06:47:47.451059	/	0
2017-07-16 07:47:47.485605	/	0
2017-07-16 08:47:47.549155	/	0
2017-07-16 09:47:47.608988	/	0
2017-07-16 10:47:47.700314	/	0
2017-07-16 11:47:47.794098	/	0
2017-07-16 12:47:47.856770	/	0
2017-07-16 13:47:47.932338	/	0
2017-07-16 14:47:48.023533	/	0
2017-07-16 15:47:48.101581	/	0
2017-07-16 16:47:48.130067	/	0
2017-07-16 17:47:48.185562	/	0
2017-07-16 18:47:48.269416	/	0
2017-07-16 19:47:48.342413	/	0
2017-07-16 20:47:48.382568	/	0
2017-07-16 21:47:48.482406	/	0
2017-07-16 22:47:48.583604	/	0
2017-07-16 23:47:48.642319	/	0
2017-07-17 00:47:48.667152	/	0
2017-07-17 01:47:48.719908	/	0
2017-07-17 02:47:48.770571	/	0
2017-07-17 03:47:48.873390	/	0
2017-07-17 04:47:48.947620	/	0
2017-07-17 05:47:49.019653	/	0
2017-07-17 06:47:49.096608	/	0
2017-07-17 07:47:49.108469	/	0
2017-07-17 08:47:49.146856	/	0
2017-07-17 09:47:49.238399	/	0
2017-07-17 10:47:49.331694	/	0
2017-07-17 11:47:49.343480	/	0
2017-07-17 12:47:49.440428	/	0
2017-07-17 13:47:49.500551	/	0
2017-07-17 14:47:49.601500	/	0
